NAME	ADDRESS	DISTRICT	NUMBER	CATEGORY	COMMENTS	USED IN CASE	
Sherwood, Florence	22EC	EC	22				
Shillington, Silvanus	54SW	SW	54				
Ship & Turtle	83EC	EC	83				
Shiring & Son	12S	S	12				
Shodale, Urban	18SW	SW	18				
Shoemaker, Lloyd	31SE	SE	31			8	
Hoby & Gullick	89SW	SW	89	SHOEMAKERS			
Holden Brothers	80NW	NW	80	SHOEMAKERS			
Lattimer’s Bootery	77NW	NW	77	SHOEMAKERS			
Thierry	77WC	WC	77	SHOEMAKERS			
Yapp	83SE	SE	83	SHOEMAKERS			
Sholto, Bartholemew	51WC	WC	51				
Sholto, Thaddeus	3NW	NW	3				
Shoolbred & Co	61WC	WC	61				
Shooting Society	46NW	NW	46				
Shore, Herbert	50SW	SW	50				
Shorrock, Annabel	92WC	WC	92				
Short, Edwin	39SE	SE	39				
Shortall, Ross	59SW	SW	59				
Sibley, Christopher	66SW	SW	66				
Sidley & Son	32SE	SE	32		Listed as "Sidley & Sons" under CARPETS.		
Siebert & Cromwell	26E	E	26				
Silvester’s	84EC	EC	84				
Simkin, Harold	63NW	NW	63				
Simmerson, Avery	60E	E	60				
Simmons, Milton	78SW	SW	78				
Simmons, Rachel	66NW	NW	66				
Simmons, Theodore	68SW	SW	68				
Simpson	49SE	SE	49		?		
Simpson, Fitzroy	25SE	SE	25				
Simpson’s Cigar Divan	20WC	WC	20				
Simpson’s Dining Rooms	20WC	WC	20				
Sinclair, Admiral	52SW	SW	52				
Sinclair, Archibald	7WC	WC	7				
Singer, Marilyn	54SE	SE	54				
Sipton, Sir Alfred	100SW	SW	100				
Sipton Tea Co	39EC	EC	39				
Sir Galahad’s Pub	27EC	EC	27				
Skewe’s, Morley	62EC	EC	62				
Skinner, Alice	89EC	EC	89				
Slack, William	40SE	SE	40				
Sleuth Publications	5E	E	5				
Sloan, C. D.	88WC	WC	88				
Sloane Building	29WC	WC	29			9	
Sloane, Sir Sidney	56SW	SW	56		Listed as 29WC under SOLICITORS (office)	9	
Small, Aggie	15SE	SE	15			6	
Small, Jonathan	15SE	SE	15			6	
Smedley, Dame Agnes	47NW	NW	47			6,10	
Smedley, Lord Winslow	56SW	SW	56			10	
Smee, N. S.	81WC	WC	81				
Smith, Brenda	60WC	WC	60				
Smith, Constance	63EC	EC	63				
Smith, James	31NW	NW	31				
Smith Meat Market	44EC	EC	44				
Smith, Willoughby	3WC	WC	3				
Smithfield Market	8EC	EC	8		Renamed to "Spitalfields Market" in the Space Cowboys 2016 version.		
Smith’s Wharf	21SE	SE	21				
Smutts, J. A.	40SE	SE	40				
Snead, Samuel	88EC	EC	88				
Snelgrove, M	43NW	NW	43				
Snell, Albert	43SE	SE	43				
Soames, Sir Cathcart	84SW	SW	84				
Societies Club	2SW	SW	2				
Cartwright, Whitney	29WC	WC	29	SOLICITORS	Listed as 32NW under name (home)		
Cunningham, Charles	78WC	WC	78	SOLICITORS	Listed as 57NW under name (home)		
Dagit, Philip	75WC	WC	75	SOLICITORS	Listed as 53WC under name (home)		
Davenport, Hiram	13WC	WC	13	SOLICITORS		10	
Diggs, Harold	33WC	WC	33	SOLICITORS	Listed as 8WC under name (home)		
Epsoms, Rory	69NW	NW	69	SOLICITORS			
Gunderson, Wilkie	76WC	WC	76	SOLICITORS	Listed as 50WC under name (home)		
Japes, William	39EC	EC	39	SOLICITORS	Listed as 77EC under name (home)		
Morris, William	68NW	NW	68	SOLICITORS	Listed as 3EC under name (home)	11	
Ormond, Reginald	66EC	EC	66	SOLICITORS	Listed as 54WC under name (home)		
Sloane, Sir Sidney	29WC	WC	29	SOLICITORS	Listed as 56NW under name (home)	9	
Sutro, Arnold	8NW	NW	8	SOLICITORS	Listed as 40WC under name (home)		
Swathmore, Henry	29WC	WC	29	SOLICITORS	Listed as 39NW under name (home)		
Tuttle, Melvin	29WC	WC	29	SOLICITORS	Listed as 7WC under name (home)		
Somerset & March	33WC	WC	33				
Somerset House	17WC	WC	17	Somerset House			
Audit Office	17WC	WC	17	Somerset House			
Inland Revenue Office	17WC	WC	17	Somerset House			
Registrar of Births	17WC	WC	17	Somerset House			
Registrar of Deaths	17WC	WC	17	Somerset House			
Registrar of Marriages	17WC	WC	17	Somerset House			
Sorel, Alexis	70SW	SW	70				
Sotheby’s	78NW	NW	78				
Sotheran & Co	72WC	WC	72		(Booksellers)		
Southwark Park	61S	S	61				
Southwell, Elizabeth	62NW	NW	62				
Southwick, Collis	32EC	EC	32				
Spaniard’s Inn	25SW	SW	25				
Spanish Embassy	38SW	SW	38				
Spanish Synagogue	19E	E	19				
Sparks, Ernest	70SE	SE	70				
Spaulding, N	16WC	WC	16				
Spearpoint, Tim	47SE	SE	47				
Spectator, The	51SE	SE	51				
Spelvin, Daphne	100SW	SW	100				
Spelvin, George	72SW	SW	72				
Spencer, C	45SE	SE	45				
Spooner, L	32EC	EC	32				
Amateur Athletic Assoc	8NW	NW	8	SPORTING SOCIETIES			
Croquet Association	41SW	SW	41	SPORTING SOCIETIES			
Cyclists’ Touring Club	75EC	EC	75	SPORTING SOCIETIES			
Football Association	55NW	NW	55	SPORTING SOCIETIES			
Friends of Baritsu	83WC	WC	83	SPORTING SOCIETIES			
Lacrosse Association	2NW	NW	2	SPORTING SOCIETIES	No matching crossreference.		
Lawn Tennis Assoc	74EC	EC	74	SPORTING SOCIETIES	Cut off word "Association"		
Life Saving Society	44WC	WC	44	SPORTING SOCIETIES			
London Rowing Club	66EC	EC	66	SPORTING SOCIETIES			
Marylebone Cricket Cl	48NW	NW	48	SPORTING SOCIETIES	Cut off word "Club"		
Prince’s Skating Club	98SW	SW	98	SPORTING SOCIETIES			
Royal Blackheath Golf	61SW	SW	61	SPORTING SOCIETIES			
Royal Toxophilic Soc	82SW	SW	82	SPORTING SOCIETIES	Bug? Listed as 82NW under name.		
Rugby Football Union	58NW	NW	58	SPORTING SOCIETIES			
Shooting Society	46NW	NW	46	SPORTING SOCIETIES			
Sporting Times	47EC	EC	47				
Sprague, Henrietta	95WC	WC	95				
Spring, Alice	46EC	EC	46			9	
Spurlock, Orlando	88SW	SW	88				
Squire & Sons	66WC	WC	66				
Sriramulu, Shri	52SE	SE	52				
Central Carriage	5WC	WC	5	STABLES			
Henry Whitlock Co	61EC	EC	61	STABLES			
J. Offord & Co	82NW	NW	82	STABLES			
Morgan & Co	68NW	NW	68	STABLES			
Rudge & Singer	21SE	SE	21	STABLES			
Stackhouse, Monroe	13S	S	13				
Stackhurst, Harold	40NW	NW	40				
Stafford, Alden	11NW	NW	11				
Stahlman, Jason	31NW	NW	31				
Stamford	12NW	NW	12				
Stamford, Archie	31E	E	31				
Stamford’s Geological Est	29WC	WC	29				
Standard, The	40EC	EC	40				
Standish, Millicent	83WC	WC	83				
Stanton, E	26SW	SW	26				
Staple Inn	35WC	WC	35				
Star, The	26NW	NW	26				
Star & Plow	73E	E	73				
Stark, Lysander	1EC	EC	1				
Starling, Hector	23NW	NW	23				
A. W. Faber	29EC	EC	29	STATIONERS			
Ducket & Co	27EC	EC	27	STATIONERS			
G. Vickers	95WC	WC	95	STATIONERS			
Gillot & Sons	89EC	EC	89	STATIONERS			
Bow	101E	E	101	STATIONS	No matching crossreference.		
Charing Cross	21WC	WC	21	STATIONS			
Coborn Road	100E	E	100	STATIONS	No matching crossreference.		
Deptford Road	67S	S	67	STATIONS	No matching crossreference.		
Euston	52WC	WC	52	STATIONS			
H & S.R. Goods	104E	E	104	STATIONS	No matching crossreference.		
Limehouse	107E	E	107	STATIONS	No matching crossreference.		
Liverpool Street	9EC	EC	9	STATIONS			
London Bridge	4SE	SE	4	STATIONS			
Shadwell	105E	E	105	STATIONS	No matching crossreference.		
South Bromley	103E	E	103	STATIONS	No matching crossreference.		
Stepney	106E	E	106	STATIONS	No matching crossreference.		
Victoria	37SW	SW	37	STATIONS			
Waterloo	37SE	SE	37	STATIONS			
West India Dock	108E	E	108	STATIONS	No matching crossreference.		
Whitechapel	102E	E	102	STATIONS	No matching crossreference.		
Staunton, Arthur H	24SE	SE	24				
Staunton, Henry	45E	E	45				
Stavrovsky, Nikolai	95WC	WC	95		Russian		
Aberdeen Navigation Co	26EC	EC	26	STEAMSHIP COMPANIES			
Bloggs Lines	25E	E	25	STEAMSHIP COMPANIES			
Co. Gen. Transatlantique	27S	S	27	STEAMSHIP COMPANIES			
Cunard Line	83EC	EC	83	STEAMSHIP COMPANIES			
Dominion Line	71E	E	71	STEAMSHIP COMPANIES			
Guion Steamship Co	53E	E	53	STEAMSHIP COMPANIES			
Hamburg-Amerika Line	28E	E	28	STEAMSHIP COMPANIES	"Hamburg-Amerika Co"		
Jardine, Matheson & Co	15EC	EC	15	STEAMSHIP COMPANIES			
Liverpool, Dublin & London Steam Packet	55E	E	55	STEAMSHIP COMPANIES			
Thames Steamboat Co	40SE	SE	40	STEAMSHIP COMPANIES			
West Indies Steamship	20EC	EC	20	STEAMSHIP COMPANIES	"West Indies Steamship Co"		
Steinhauer, Noah	23S	S	23				
Sterndale, Leon	51EC	EC	51				
Sterritt, Henry	10E	E	10				
Steven’s	63WC	WC	63		(Books)		
Stevens, Bert	61E	E	61				
Stevenson	9WC	WC	9		?		
Stewart, Mrs	38SE	SE	38				
Stimson & Company	17SE	SE	17				
Stirges Florist	31SW	SW	31				
Stock Exchange	22EC	EC	22				
Stokes, J	47SE	SE	47				
Stoops, Gardiner	44NW	NW	44				
Stoper, Miss	3NW	NW	3				
Stratford, James	87EC	EC	87				
Street, G. W.	31SW	SW	31				
Sukiel, Josephine	66SE	SE	66				
Sumner Shipping Agent	33S	S	33				
Sutherland Plumbing	60EC	EC	60				
Sutherland, Grant	33NW	NW	33				
Sutro, Arnold	40WC	WC	40		Listed as 8NW under SOLICITORS (office)		
Sutter, Polly	76SE	SE	76				
Swann, G	64EC	EC	64				
Swathmore, Henry	39NW	NW	39			9	
Swears & Wells	65NW	NW	65				
Sweeney, John	67E	E	67				
Swift Cycle Co	90EC	EC	90		(Cycles)		
Sykes, Demetrius	87NW	NW	87				
Sylvester’s	84EC	EC	84				
Sylvulius, Count Negretto	70SW	SW	70				
Great Synagogue	21SW	SW	21	SYNAGOGUES			
Spanish Synagogue	19E	E	19	SYNAGOGUES			
Tackberry, Hannibal	51S	S	51				
Tadlock, Phelps & Co	47S	S	47				
Taggart, John	73SW	SW	73				
Poole & Co	10EC	EC	10	TAILORS			
Radford, Jones & Co	11WC	WC	11	TAILORS			
Roberts & Parfitt	88SE	SE	88	TAILORS			
Tetley & Butler	16NW	NW	16	TAILORS			
West End Clothiers	16WC	WC	16	TAILORS			
Talbott, Arthur	67EC	EC	67				
Talkin, Camilla	89WC	WC	89				
Talley, Blanche	34SE	SE	34				
Tangey, Mr	83WC	WC	83				
Tankerville Club	34WC	WC	34				
Tapper, Matthias	22EC	EC	22				
Tarcher, Johann	23WC	WC	23				
Tarleton, Susan	41SE	SE	41				
Tarnoff, Ernst	38E	E	38				
Tatani, Hiroshi	61NW	NW	61		Asian		
Tate, Lester	69E	E	69				
Tattersall, Jillian	70SE	SE	70				
Tattoo Emporium	24E	E	24				
Tatum, Frank	59SE	SE	59				
Taveres, Eduardo	48E	E	48				
Tavernier Modellers	45SE	SE	45				
Taws, Geneva	60NW	NW	60				
Taya, Haruko	82E	E	82				
Taylor, Jeremiah	80SE	SE	80				
A.B. Muirhead	41EC	EC	41	TEA MERCHANTS			
Dakin & Co	94EC	EC	94	TEA MERCHANTS			
Ferguson & Muirhead	16EC	EC	16	TEA MERCHANTS			
Ridgways	24NW	NW	24	TEA MERCHANTS			
Sipton & Co	39EC	EC	39	TEA MERCHANTS	"Sipton Tea Co"		
Twining & Co	16WC	WC	16	TEA MERCHANTS			
Buszard’s	84NW	NW	84	TEA ROOMS			
Ladies’ Own Tea Assoc	31NW	NW	31	TEA ROOMS			
Mrs. Robertson	78NW	NW	78	TEA ROOMS			
Wisteria Lounge	49E	E	49	TEA ROOMS			
Teagarden, Nelson	59S	S	59				
Tecott, Enos	17E	E	17				
Tedsen, Beata	8SW	SW	8		Bug? Same as Mycroft.		
Teest & Schout	32E	E	32				
Teevan, Clara	70E	E	70				
Teevan, Oscar	16NW	NW	16				
Telbin, William	59NW	NW	59				
Telegraph Office	37EC	EC	37		Ally for the "West End Adventures"/"Jack the Ripper & West End Adventures"		
Tell, Mary	58NW	NW	58				
Tell, Robert	12WC	WC	12				
Temple, The	33EC	EC	33				
Tendall, Zach	47E	E	47				
Tendwell & Krebs	27EC	EC	27				
Tenney, Luther	11SE	SE	11			5	
Tepper, Boyd	35NW	NW	35				
Tepper, Mack	25E	E	25				
Terlau, Ossie	71E	E	71				
Tessler, Gideon	63E	E	63				
Tetley & Butler	16NW	NW	16				
Thacker, Henry	55NW	NW	55				
Thames Steamboat Co	40SE	SE	40				
Thayer, Shirley	79WC	WC	79				
Allegro Theatre	94WC	WC	94	THEATRES			
Apollo Theatre	19NW	NW	19	THEATRES			
Covent Garden Theatre	30WC	WC	30	THEATRES			
Drury Lane Theatre	31WC	WC	31	THEATRES			
Elephant & Castle	13SE	SE	13	THEATRES	"Elephant & Castle Theatre"		
Lyceum Theatre	4SW	SW	4	THEATRES	Bug? Listed as 18WC under name. (Map shows 18WC)		
Olympia, The	18WC	WC	18	THEATRES	Bug? Listed as 63SW under name. (63SW used as clue in reprint?)		
Princess Theatre	63SW	SW	63	THEATRES	Bug? Listed as 11NW under name. (Maps shows 11NW) (Corrected in 2012-2016 editions)		
Royalty Theatre	15NW	NW	15	THEATRES			
Thickpenny, Mason	79SE	SE	79				
Thierman, Tad	33E	E	33				
Thierry Shoemakers	77WC	WC	77				
Thigpen, Tad	19S	S	19				
Thomas, Anita	4NW	NW	4			8	
Thomas, Claire	4NW	NW	4			8	
Thomas, George	57NW	NW	57				
Thomas Wallace & Co	46EC	EC	46				
Thornberry, Roger	30SE	SE	30			4	
Thorne, Babette	87E	E	87				
Thornton, Goody	68EC	EC	68				
Thrasher, Lola	51S	S	51				
Thrush, Elvira	29SW	SW	29				
Tibbets, Marlowe	55WC	WC	55				
Ticknor, Sinclair	47S	S	47				
Tidland, Horace	85EC	EC	85				
Tilden, Charlotte	59NW	NW	59				
Tilker, Russell	44SW	SW	44				
Tilton, Matt	36E	E	36				
Times Office	30EC	EC	30				
Timms, Peter	7E	E	7				
Tinker, Sir Bennett	42SE	SE	42				
Tinker’s League	65WC	WC	65				
Tinkham, Stewart	73SW	SW	73				
Tipple, Coleman	35E	E	35				
Tirrell, Kent	21NW	NW	21				
Titchfield Police Station	89NW	NW	89				
Tivoli Music Hall	23WC	WC	23				
Amber & Co	35WC	WC	35	TOBACCONISTS			
Benson & Hedges	16NW	NW	16	TOBACCONISTS			
Bradley’s	54NW	NW	54	TOBACCONISTS			
Carlin	7SW	SW	7	TOBACCONISTS			
Dunhill’s	86SW	SW	86	TOBACCONISTS			
Friboug & Treyer	88SW	SW	88	TOBACCONISTS			
Little Newspaper Shop	93WC	WC	93	TOBACCONISTS			
Mortimer’s	95WC	WC	95	TOBACCONISTS			
Simpson’s Cigar Divan	20WC	WC	20	TOBACCONISTS			
Wolff, Phillips & Co	44SE	SE	44	TOBACCONISTS			
Tobias, Marvin	24WC	WC	24				
Tobin, Edward	81SE	SE	81				
Toby, Shaw	45NW	NW	45				
Tod’s Private Enquiries	84SW	SW	84				
Todd, Yolande	4WC	WC	4				
Tolleson, Derek	63WC	WC	63				
Tomkins, Joe	28E	E	28				
Tomkins, Paul	77SW	SW	77				
Tooker, Nina	22S	S	22				
Toomey, John	60NW	NW	60				
Toost, Doug	73E	E	73				
Topham & Marks	24S	S	24				
Topper, Dirken	29NW	NW	29			3	
Totten, Effie	90WC	WC	90				
Tower of London	14EC	EC	14				
Towle, Glynis	60SW	SW	60				
Townsell & Kraft	82EC	EC	82				
Townsend, Joseph	74SW	SW	74				
Toynbee Hall	17S	S	17				
Trabert & Co	51S	S	51				
Trafton, Paul	50WC	WC	50				
Trager, Percival	4E	E	4				
Train, Kenneth	61NW	NW	61				
Train, Sally	75SW	SW	75				
Trajella, Dona Caterina	61SW	SW	61				
Trajella, Don Luigi	61SW	SW	61				
Trammell, Wesley	31S	S	31				
Tranter’s Temperance Hotel	70EC	EC	70				
Trask, Squire	25WC	WC	25				
Travis, Phillip	50EC	EC	50			5	
Treadwell, Bingham	49SW	SW	49				
Treasury	12SW	SW	12				
Trelawney Hope, Sir	2EC	EC	2				
Trelawney Hope, Lady Hilda	2EC	EC	2				
Trent, Jenny	78SE	SE	78				
Trevelyan, Dr. Percy	4WC	WC	4			2	
Trevillian, Lord Cyrus	62NW	NW	62				
Trigg, Milton	84EC	EC	84				
Troddick, Ginger	93WC	WC	93				
Trombley, Cecilia	18E	E	18				
Trotter, Clarissa	57SE	SE	57				
Trowbridge, Emery	46NW	NW	46				
Truax, Robert	39NW	NW	39		Listed as 34EC under BARRISTERS (office)		
Truesdale, Benedict	26WC	WC	26				
Tubbs, Egbert	37NW	NW	37				
Tucker, Jake	82SE	SE	82			11	
Tulloch, Howard	31WC	WC	31				
Tully, John	69EC	EC	69				
Tunstall, Constantine	27WC	WC	27				
Turnbull, Ebenizer	7NW	NW	7			5	
Turnbull, Verna	58S	S	58				
Turner, Fred	60SE	SE	60				
Turner, Mary	60SE	SE	60				
Tuson, Sergeant	7S	S	7				
Tuttle, Melvin	7WC	WC	7		Listed as 29WC under SOLICITORS (office)	9	
Twiggs, Curtis	5SE	SE	5			7	
Twining & Co	16WC	WC	16				
Twist, Emily	87SE	SE	87				
221-B Baker Street	42NW	NW	42				
Tyburn Tree	96NW	NW	96				
Tyler, Steven	62WC	WC	62				
Tyrrell, Jethro	70EC	EC	70				
Uber, Alice	71EC	EC	71				
Udall, Pierce	28WC	WC	28				
Uhara, Tushima	60WC	WC	60				
Uhlenbeck, Levi	10S	S	10				
Ulrich, Roscoe	54E	E	54				
Umbel, Bertha	50E	E	50				
Underhill, Bilbo	48SW	SW	48		https://en.wikipedia.org/wiki/Bilbo_Baggins	3	
Underwood, Arnold	64NW	NW	64				
Underwood, John	91NW	NW	91				
Unger, Wayne	12E	E	12				
Unity Church	31E	E	31				
Upham, Andrea	15SW	SW	15				
Upton, Gladys	59WC	WC	59				
Upton, Gregory	59WC	WC	59				
Upwood, Colonel	31NW	NW	31				
Urns, Ashcroft	16NW	NW	16			7	
Urquhart, Alonso	31E	E	31				
Urrutia, Manuel	58WC	WC	58				
Uruburu, Anthony	33NW	NW	33			5,12	
Urwitz, Solomon	24E	E	24				
Usadell, Lief	15E	E	15				
Usher, Anatole	71EC	EC	71				
Usher, Perry	74SW	SW	74				
Usher, Phillip	72EC	EC	72				
Uskert, Bennet	60S	S	60				
Utley, Benjamin	67WC	WC	67				
Uzzell, Nathan	2E	E	2				
Vail, Sara	19E	E	19				
Valadon & Co	19SE	SE	19		Bug? Listed as 1SE under PRINTERS.		
Vallier, Dolph	64E	E	64				
Valmy, Jack	26E	E	26				
Valdes, Gen. Mario	65NW	NW	65				
Valentine, Rodney	78SE	SE	78				
Valmore, James	68WC	WC	68				
Valstad, Kristian	37E	E	37				
Van Cleef, Dick	21E	E	21				
Van Etten, Theo	26SW	SW	26				
Van Hoorn, Vincent	54SE	SE	54				
Van Seddar, Mr.	1EC	EC	1				
Vance, Reynold	43SW	SW	43				
Vance, William	42WC	WC	42				
Vander, Sir Ralph	77SW	SW	77				
Vanderbrooke, Enoch	88NW	NW	88				
Vannelli, Enrico	24E	E	24				
Varden, Henry	5E	E	5				
Varley, Hank	38E	E	38				
Varon, Kathy	34E	E	34				
Vasey, William	69WC	WC	69				
Vaughan, Stanley	80WC	WC	80				
Vegetarian	38E	E	38		"Vegetarian Society"		
Vegetarian Restaurant	74EC	EC	74				
Venable, Morris	66NW	NW	66				
Venere, Giulia	66EC	EC	66				
Venner & Matheson	78SE	SE	78				
Venters, Evan	88E	E	88				
Venucci, Pietro	42E	E	42				
Verinder, Lady Clair	62SW	SW	62				
Verinder, E	68WC	WC	68				
Verlaine, Annette	8WC	WC	8				
Verlaine, Pierre	8WC	WC	8				
Verner, Christian	81SW	SW	81				
Verner, Dr.	60SE	SE	60				
Vernon, Jack	67NW	NW	67				
Vest, David	84SE	SE	84				
Vetter, Stewart	24E	E	24				
Vibart, Jules	30SW	SW	30				
Vickers, Henry	78SW	SW	78				
Vicknair, Nigel	16E	E	16				
Victoria Station	37SW	SW	37				
Vidler, David	21E	E	21				
Vilmer & Co	31E	E	31				
Vincent, Lowell	50E	E	50				
Vinson, Barney	29E	E	29				
Vittelli, Enrico	34WC	WC	34		Italian		
Vodolagin, Kuzma	89EC	EC	89		Russian		
Vogel, Crumm & Rapp	19S	S	19				
Vogler, Hilda	84NW	NW	84		German		
Vogler, Klaus	84NW	NW	84		German		
Vollenweider, Paulus	79EC	EC	79				
Volmer & Smerth	36E	E	36				
Volsted, Nettie	24S	S	24				
Von Bork, Mr.	81WC	WC	81				
Von Herder, Mrs.	61SE	SE	61				
Voorhies, Hans	42SE	SE	42				
Vorontsev, Eva	39SW	SW	39				
Vorontsev, Baron Peter	39SW	SW	39				
Waddell, Jeremy	79SW	SW	79				
Waddington Hall	39E	E	39				
Wade, Brent	85SE	SE	85				
Wadford, Donald	5SE	SE	5				
Wagner, George	73EC	EC	73				
Waite, Mitchell	63E	E	63				
Waldenboch Florist	24NW	NW	24				
Waldron, Gwen	79E	E	79				
Walker, Brenda	30NW	NW	30			9	
Wallace, Clint	68SE	SE	68				
Walraven, Emery	74E	E	74				
Walsh, William	70NW	NW	70				
Walter, Sir James	41SW	SW	41				
Walter, Valentine	24SW	SW	24				
Walters, Fred	71WC	WC	71				
War Office	11SW	SW	11				
Warburton, Colonel	44WC	WC	44				
Ward, Julia	22SW	SW	22		Bug? Same as H. R. Murray		
Warfield, Brian	72WC	WC	72				
Warner, Richard	74EC	EC	74				
Warren, Mrs	76WC	WC	76				
Warrender, Minnie	25SE	SE	25				
Warwick, Sir Phillip	71NW	NW	71				
Barraud & Lunds	16EC	EC	16	WATCHMAKERS			
Chas. Frodsham & Co	38NW	NW	38	WATCHMAKERS			
Waterloo Station	37SE	SE	37				
Watkins, Glenn	72EC	EC	72				
Watson, Dr. John H	42NW	NW	42				
Watt Street Mission	88EC	EC	88				
Watts, Robert	47WC	WC	47				
Waverly & Broadmore	42NW	NW	42				
Waygood, Stephen	74WC	WC	74				
Weatherby, Andrew	8EC	EC	8			5	
Weaver, Charles	88SE	SE	88				
Webb, Rudy	76WC	WC	76				
Webster, M. B.	80SW	SW	80				
Weeks, Marsha	75WC	WC	75				
Weichs, Freiherr	2EC	EC	2		German		
Weingartner, Max	60SE	SE	60				
Weir, Hal	75EC	EC	75				
Weiss & Son Cutlery	79SE	SE	79				
Welch, Gilbert	45WC	WC	45			1	
Welker, Gussie	38E	E	38				
Weller, Jock	88SE	SE	88				
Wellesley, A	57NW	NW	57				
Wellhouse, Crispin	75E	E	75				
Wellington Barracks	33SW	SW	33				
Welsh Calvinist Church	11WC	WC	11				
Wempe, Bessie	86E	E	86				
Wender, Godwin	76E	E	76				
Wentworth, Benning	81SW	SW	81				
Wesley, Harrison	76EC	EC	76				
West End Clothiers	16WC	WC	16				
West End Social Club	12WC	WC	12				
West India Docks	97E	E	97				
West Indies Steamship Co	20EC	EC	20				
West, Dyer	77WC	WC	77				
Westaway’s Governesses	16NW	NW	16				
Westhouse & Marbank	46EC	EC	46				
Westley, Richards	31NW	NW	31				
Wesleyan College	20SW	SW	20				
Westminster Abbey	17SW	SW	17				
Westminster Chapel	88SW	SW	88				
Westphail, Honoria	53EC	EC	53				
Wharton, Jonas	81WC	WC	81				
Wheelan, Edna	56NW	NW	56				
Whipple, Flo	68E	E	68				
Whitaker’s Almanack	71EC	EC	71				
White Eagle	50SE	SE	50				
White Hart	55SE	SE	55				
White, Drusilla	21E	E	21				
Whiteley’s	71EC	EC	71				
Whitlock, Herbert	82SW	SW	82				
Whitney, Elias	51NW	NW	51				
Whitney, Isa	58NW	NW	58				
Whitney, Kate	58NW	NW	58				
Whittaker, Jack	89SE	SE	89				
Whittier, Malcolm	77E	E	77				
Whittington, Lady Alicia	66SW	SW	66				
Wiggins, Henry	72NW	NW	72				
Wiggleston, Forney	2SE	SE	2				
Wilcox, Arnold	83SW	SW	83				
Williams, Cythia	76EC	EC	76				
Wilson	1E	E	1		?		
Wimsey, Lord Peter	26SW	SW	26		Fictional charachter in Dorothy Sayer's detective stories. https://en.wikipedia.org/wiki/Lord_Peter_Wimsey		
Winchester Arms Co	21EC	EC	21				
Windgate, W	73NW	NW	73		Probably "Windigate" from the canon.		
Windibank, James	12NW	NW	12			5	
Windsor & Newton	32EC	EC	32				
Dolamore & Co	36SE	SE	36	WINE MERCHANTS			
Westhouse & Marbank	46EC	EC	46	WINE MERCHANTS			
Winship, Robertson	59E	E	59				
Winslow, Rory	77EC	EC	77				
Winter, Kitty	33E	E	33				
Winters, Frances	37WC	WC	37				
Wirrick, Marge	88E	E	88				
Wishart, Belinda	81E	E	81				
Wishmayer, Ezekial	76SE	SE	76				
Wisteria Lounge	49E	E	49				
Witcomb, Sir Simpson	87SW	SW	87				
Witson & Co	48E	E	48				
Wittman, William	74NW	NW	74				
Wolfe, James	77NW	NW	77				
Wolff, Phillips & Co	44SE	SE	44				
Wolmer, Lord Firk	89SW	SW	89				
Wolmer, Lady Maud	89SW	SW	89				
Wood, Frederick	82WC	WC	82				
Wood, Rev J. G.	75NW	NW	75				
Woodley, Edith	67SW	SW	67				
Woodley, Jack	52SE	SE	52				
Woody, Leo	8SE	SE	8				
Woolrich, Morton	41SW	SW	41				
Woolridge, Carrie	84SW	SW	84				
Woolwich, K	78EC	EC	78				
Worthingdon Bank	67NW	NW	67				
Wyatt, T	63SW	SW	63				
Xalis, Wystan	62E	E	62				
Xaron, Meg	51E	E	51				
Xavier, Clement	79EC	EC	79				
Xelan, Matt	66E	E	66				
Xenos, Zorba	65SE	SE	65				
Yadlow, Nancy	55NW	NW	55				
Yale, Laurence	62SW	SW	62				
Yancy, Roy	40E	E	40				
Yapp Shoemakers	83SE	SE	83				
Yarbrough, Virgil	50S	S	50				
Yarnell, Willis	88SE	SE	88				
Ye Old Cheshire Cheese	34EC	EC	34				
Yeager, Kevin	8E	E	8				
Yelverton, Herbert	76NW	NW	76				
YMCA	35NW	NW	35				
York, Basil	48E	E	48				
Youghal, I	21NW	NW	21				
Young, Courtney	64SW	SW	64				
Young, William	47WC	WC	47				
Yule, Spencer	80EC	EC	80				
Zachariah, George	72SW	SW	72				
Zack, Aubrey	45E	E	45				
Zebediah’s Pawn Shop	47E	E	47				
Zeller, Jarvis	42E	E	42				
Ziber, Matilda	82E	E	82				
Zobar, Emile	41WC	WC	41			1	
Zoological Gardens	99NW	NW	99				
Zubin, Michael	81EC	EC	81				
Zuker, Kelvin	79NW	NW	79				
Zwiebach, Crumbley	89SE	SE	89				
